combo;rang;type_main
[ 1  2  3 13 43];158442;4
[ 1  2  3 13 30];158442;4
[ 1  2  3 13 17];158442;4
[13 14 17 41 42];158442;4
[ 1  2 13 17 42];158442;4
[ 1 13 30 41 42];158442;4
[ 1 13 15 17 42];158442;4
[ 1 13 15 42 43];158442;4
[ 1  4 13 41 42];158442;4
[ 1 13 29 41 43];158442;4
[ 1 13 29 30 41];158442;4
[ 1 13 17 29 41];158442;4
[ 1  4 13 29 41];158442;4
[ 1 13 16 41 43];158442;4
[ 1 13 16 30 41];158442;4
[ 1 13 16 17 41];158442;4
[ 1  4 13 16 41];158442;4
[ 1  3 13 41 43];158442;4
[ 1  3 13 30 41];158442;4
[ 1  3 13 17 41];158442;4
[ 1  3  4 13 41];158442;4
[ 1 13 15 30 42];158442;4
[ 1 13 28 42 43];158442;4
[ 1 13 17 28 42];158442;4
[ 1  4 13 28 42];158442;4
[ 1 13 28 29 43];158442;4
[ 1 13 28 29 30];158442;4
[ 1 13 17 28 29];158442;4
[ 1  4 13 28 29];158442;4
[ 1 13 16 28 43];158442;4
[ 1 13 16 28 30];158442;4
[ 1 13 16 17 28];158442;4
[ 1  4 13 16 28];158442;4
[ 1  3 13 28 43];158442;4
[ 1  3 13 28 30];158442;4
[ 1  3 13 17 28];158442;4
[ 1 13 28 30 42];158442;4
[13 14 30 41 42];158442;4
[ 1  2  3  4 13];158442;4
[ 2  3  4 13 27];158442;4
[13 15 17 40 42];158442;4
[ 4 13 15 40 42];158442;4
[13 15 29 40 43];158442;4
[13 15 29 30 40];158442;4
[13 15 17 29 40];158442;4
[ 4 13 15 29 40];158442;4
[13 15 16 40 43];158442;4
[13 15 16 30 40];158442;4
[13 15 16 17 40];158442;4
[ 4 13 15 16 40];158442;4
[ 3 13 15 40 43];158442;4
[ 3 13 15 30 40];158442;4
[ 3 13 15 17 40];158442;4
[13 15 30 40 42];158442;4
[ 3  4 13 15 40];158442;4
[ 2 13 30 40 42];158442;4
[ 2 13 17 40 42];158442;4
[ 2  4 13 40 42];158442;4
[ 2 13 29 40 43];158442;4
[ 2 13 29 30 40];158442;4
[ 2 13 17 29 40];158442;4
[ 2  4 13 29 40];158442;4
[ 2 13 16 40 43];158442;4
[ 2 13 16 30 40];158442;4
[ 2 13 16 17 40];158442;4
[ 2  4 13 16 40];158442;4
[ 2  3 13 40 43];158442;4
[ 2  3 13 30 40];158442;4
[ 2 13 40 42 43];158442;4
[ 2  3 13 17 40];158442;4
[13 15 40 42 43];158442;4
[ 3 13 17 28 40];158442;4
[13 17 40 41 42];158442;4
[ 4 13 40 41 42];158442;4
[13 29 40 41 43];158442;4
[13 29 30 40 41];158442;4
[13 17 29 40 41];158442;4
[ 4 13 29 40 41];158442;4
[13 16 40 41 43];158442;4
[13 16 30 40 41];158442;4
[13 16 17 40 41];158442;4
[ 4 13 16 40 41];158442;4
[ 3 13 40 41 43];158442;4
[ 3 13 30 40 41];158442;4
[ 3 13 17 40 41];158442;4
[ 3  4 13 28 40];158442;4
[ 3  4 13 40 41];158442;4
[13 28 30 40 42];158442;4
[13 17 28 40 42];158442;4
[ 4 13 28 40 42];158442;4
[13 28 29 40 43];158442;4
[13 28 29 30 40];158442;4
[13 17 28 29 40];158442;4
[ 4 13 28 29 40];158442;4
[13 16 28 40 43];158442;4
[13 16 28 30 40];158442;4
[13 16 17 28 40];158442;4
[ 4 13 16 28 40];158442;4
[ 3 13 28 40 43];158442;4
[ 3 13 28 30 40];158442;4
[13 28 40 42 43];158442;4
[13 14 41 42 43];158442;4
[ 2  3  4 13 40];158442;4
[13 17 27 41 42];158442;4
[ 4 13 15 27 42];158442;4
[13 15 27 29 43];158442;4
[13 15 27 29 30];158442;4
[13 15 17 27 29];158442;4
[ 4 13 15 27 29];158442;4
[13 15 16 27 43];158442;4
[13 15 16 27 30];158442;4
[13 15 16 17 27];158442;4
[ 4 13 15 16 27];158442;4
[ 3 13 15 27 43];158442;4
[ 3 13 15 27 30];158442;4
[ 3 13 15 17 27];158442;4
[ 3  4 13 15 27];158442;4
[13 15 17 27 42];158442;4
[ 2 13 27 42 43];158442;4
[ 2 13 17 27 42];158442;4
[ 2  4 13 27 42];158442;4
[ 2 13 27 29 43];158442;4
[ 2 13 27 29 30];158442;4
[ 2 13 17 27 29];158442;4
[ 2  4 13 27 29];158442;4
[ 2 13 16 27 43];158442;4
[ 2 13 16 27 30];158442;4
[ 2 13 16 17 27];158442;4
[ 2  4 13 16 27];158442;4
[ 2  3 13 27 43];158442;4
[ 2  3 13 27 30];158442;4
[ 2  3 13 17 27];158442;4
[ 2 13 27 30 42];158442;4
[13 27 41 42 43];158442;4
[13 15 27 30 42];158442;4
[ 3  4 13 27 28];158442;4
[ 4 13 27 41 42];158442;4
[13 27 29 41 43];158442;4
[13 27 29 30 41];158442;4
[13 17 27 29 41];158442;4
[ 4 13 27 29 41];158442;4
[13 16 27 41 43];158442;4
[13 16 27 30 41];158442;4
[13 16 17 27 41];158442;4
[ 4 13 16 27 41];158442;4
[ 3 13 27 41 43];158442;4
[ 3 13 27 30 41];158442;4
[ 3 13 17 27 41];158442;4
[ 3  4 13 27 41];158442;4
[13 15 27 42 43];158442;4
[13 27 28 42 43];158442;4
[13 17 27 28 42];158442;4
[ 4 13 27 28 42];158442;4
[13 27 28 29 43];158442;4
[13 27 28 29 30];158442;4
[13 17 27 28 29];158442;4
[ 4 13 27 28 29];158442;4
[13 16 27 28 43];158442;4
[13 16 27 28 30];158442;4
[13 16 17 27 28];158442;4
[ 4 13 16 27 28];158442;4
[ 3 13 27 28 43];158442;4
[ 3 13 27 28 30];158442;4
[ 3 13 17 27 28];158442;4
[13 27 28 30 42];158442;4
[13 27 30 41 42];158442;4
[ 0  1  2  3 17];158442;4
[ 0 17 40 41 42];158442;4
[ 0  4 14 15 42];158442;4
[ 0 14 15 29 43];158442;4
[ 0 14 15 29 30];158442;4
[ 0 14 15 17 29];158442;4
[ 0  4 14 15 29];158442;4
[ 0 14 15 16 43];158442;4
[ 0 14 15 16 30];158442;4
[ 0 14 15 16 17];158442;4
[ 0  4 14 15 16];158442;4
[ 0  3 14 15 43];158442;4
[ 0  3 14 15 30];158442;4
[ 0  3 14 15 17];158442;4
[ 0  3  4 14 15];158442;4
[ 0 14 15 17 42];158442;4
[ 0  2 14 42 43];158442;4
[ 0  2 14 17 42];158442;4
[ 0  2  4 14 42];158442;4
[ 0  2 14 29 43];158442;4
[ 0  2 14 29 30];158442;4
[ 0  2 14 17 29];158442;4
[ 0  2  4 14 29];158442;4
[ 0  2 14 16 43];158442;4
[ 0  2 14 16 30];158442;4
[ 0  2 14 16 17];158442;4
[ 0  2  4 14 16];158442;4
[ 0  2  3 14 43];158442;4
[ 0  2  3 14 30];158442;4
[ 0  2  3 14 17];158442;4
[ 0  2 14 30 42];158442;4
[ 0  2  3  4 14];158442;4
[ 0 14 15 30 42];158442;4
[ 0  3  4 14 28];158442;4
[ 0  4 14 41 42];158442;4
[ 0 14 29 41 43];158442;4
[ 0 14 29 30 41];158442;4
[ 0 14 17 29 41];158442;4
[ 0  4 14 29 41];158442;4
[ 0 14 16 41 43];158442;4
[ 0 14 16 30 41];158442;4
[ 0 14 16 17 41];158442;4
[ 0  4 14 16 41];158442;4
[ 0  3 14 41 43];158442;4
[ 0  3 14 30 41];158442;4
[ 0  3 14 17 41];158442;4
[ 0  3  4 14 41];158442;4
[ 0 14 15 42 43];158442;4
[ 0 14 28 42 43];158442;4
[ 0 14 17 28 42];158442;4
[ 0  4 14 28 42];158442;4
[ 0 14 28 29 43];158442;4
[ 0 14 28 29 30];158442;4
[ 0 14 17 28 29];158442;4
[ 0  4 14 28 29];158442;4
[ 0 14 16 28 43];158442;4
[ 0 14 16 28 30];158442;4
[ 0 14 16 17 28];158442;4
[ 0  4 14 16 28];158442;4
[ 0  3 14 28 43];158442;4
[ 0  3 14 28 30];158442;4
[ 0  3 14 17 28];158442;4
[ 0 14 28 30 42];158442;4
[ 0 14 17 41 42];158442;4
[ 0  1 41 42 43];158442;4
[ 0  1 17 41 42];158442;4
[ 0  1  4 15 42];158442;4
[ 0  1 15 29 43];158442;4
[ 0  1 15 29 30];158442;4
[ 0  1 15 17 29];158442;4
[ 0  1  4 15 29];158442;4
[ 0  1 15 16 43];158442;4
[ 0  1 15 16 30];158442;4
[ 0  1 15 16 17];158442;4
[ 0  1  4 15 16];158442;4
[ 0  1  3 15 43];158442;4
[ 0  1  3 15 30];158442;4
[ 0  1  3 15 17];158442;4
[ 0  1  3  4 15];158442;4
[ 0  1 15 17 42];158442;4
[ 0  1  2 42 43];158442;4
[ 0  1  2 17 42];158442;4
[ 0  1  2  4 42];158442;4
[ 0  1  2 29 43];158442;4
[ 0  1  2 29 30];158442;4
[ 0  1  2 17 29];158442;4
[ 0  1  2  4 29];158442;4
[ 0  1  2 16 43];158442;4
[ 0  1  2 16 30];158442;4
[ 0  1  2 16 17];158442;4
[ 0  1  2  4 16];158442;4
[ 0  1  2  3 43];158442;4
[ 0  1  2  3 30];158442;4
[13 30 40 41 42];158442;4
[ 0  1  2 30 42];158442;4
[ 0  1 30 41 42];158442;4
[ 0  1 15 30 42];158442;4
[ 0  1  3  4 28];158442;4
[ 0  1  4 41 42];158442;4
[ 0  1 29 41 43];158442;4
[ 0  1 29 30 41];158442;4
[ 0  1 17 29 41];158442;4
[ 0  1  4 29 41];158442;4
[ 0  1 16 41 43];158442;4
[ 0  1 16 30 41];158442;4
[ 0  1 16 17 41];158442;4
[ 0  1  4 16 41];158442;4
[ 0  1  3 41 43];158442;4
[ 0  1  3 30 41];158442;4
[ 0  1  3 17 41];158442;4
[ 0  1  3  4 41];158442;4
[ 0  1 15 42 43];158442;4
[ 0  1 28 42 43];158442;4
[ 0  1 17 28 42];158442;4
[ 0  1  4 28 42];158442;4
[ 0  1 28 29 43];158442;4
[ 0  1 28 29 30];158442;4
[ 0  1 17 28 29];158442;4
[ 0  1  4 28 29];158442;4
[ 0  1 16 28 43];158442;4
[ 0  1 16 28 30];158442;4
[ 0  1 16 17 28];158442;4
[ 0  1  4 16 28];158442;4
[ 0  1  3 28 43];158442;4
[ 0  1  3 28 30];158442;4
[ 0  1  3 17 28];158442;4
[ 0  1 28 30 42];158442;4
[ 0 30 40 41 42];158442;4
[ 0 14 30 41 42];158442;4
[ 0  2  3  4 27];158442;4
[ 0  4 15 40 42];158442;4
[ 0 15 29 40 43];158442;4
[ 0 15 29 30 40];158442;4
[ 0 15 17 29 40];158442;4
[ 0  4 15 29 40];158442;4
[ 0 15 16 40 43];158442;4
[ 0 15 16 30 40];158442;4
[ 0 15 16 17 40];158442;4
[ 0  4 15 16 40];158442;4
[ 0  3 15 40 43];158442;4
[ 0  3 15 30 40];158442;4
[ 0  3 15 17 40];158442;4
[ 0  3  4 15 40];158442;4
[ 0 15 17 40 42];158442;4
[ 0  2 40 42 43];158442;4
[ 0  2 17 40 42];158442;4
[ 0  2  4 40 42];158442;4
[ 0  2 29 40 43];158442;4
[ 0  2 29 30 40];158442;4
[ 0  2 17 29 40];158442;4
[ 0  2  4 29 40];158442;4
[ 0  2 16 40 43];158442;4
[ 0  2 16 30 40];158442;4
[ 0  2 16 17 40];158442;4
[ 0  2  4 16 40];158442;4
[ 0  2  3 40 43];158442;4
[ 0  2  3 30 40];158442;4
[ 0  2  3 17 40];158442;4
[ 0  2 30 40 42];158442;4
[ 0  2  3  4 40];158442;4
[ 0 15 30 40 42];158442;4
[ 0  3  4 28 40];158442;4
[ 0  4 40 41 42];158442;4
[ 0 29 40 41 43];158442;4
[ 0 29 30 40 41];158442;4
[ 0 17 29 40 41];158442;4
[ 0  4 29 40 41];158442;4
[ 0 16 40 41 43];158442;4
[ 0 16 30 40 41];158442;4
[ 0 16 17 40 41];158442;4
[ 0  4 16 40 41];158442;4
[ 0  3 40 41 43];158442;4
[ 0  3 30 40 41];158442;4
[ 0  3 17 40 41];158442;4
[ 0  3  4 40 41];158442;4
[ 0 15 40 42 43];158442;4
[ 0 28 40 42 43];158442;4
[ 0 17 28 40 42];158442;4
[ 0  4 28 40 42];158442;4
[ 0 28 29 40 43];158442;4
[ 0 28 29 30 40];158442;4
[ 0 17 28 29 40];158442;4
[ 0  4 28 29 40];158442;4
[ 0 16 28 40 43];158442;4
[ 0 16 28 30 40];158442;4
[ 0 16 17 28 40];158442;4
[ 0  4 16 28 40];158442;4
[ 0  3 28 40 43];158442;4
[ 0  3 28 30 40];158442;4
[ 0  3 17 28 40];158442;4
[ 0 28 30 40 42];158442;4
[ 0 14 41 42 43];158442;4
[ 0 27 41 42 43];158442;4
[ 0 17 27 41 42];158442;4
[ 0  4 15 27 42];158442;4
[ 0 15 27 29 43];158442;4
[ 0 15 27 29 30];158442;4
[ 0 15 17 27 29];158442;4
[ 0  4 15 27 29];158442;4
[ 0 15 16 27 43];158442;4
[ 0 15 16 27 30];158442;4
[ 0 15 16 17 27];158442;4
[ 0  4 15 16 27];158442;4
[ 0  3 15 27 43];158442;4
[ 0  3 15 27 30];158442;4
[ 0  3 15 17 27];158442;4
[ 0  3  4 15 27];158442;4
[ 0 15 17 27 42];158442;4
[ 0  2 27 42 43];158442;4
[ 0  2 17 27 42];158442;4
[ 0  2  4 27 42];158442;4
[ 0  2 27 29 43];158442;4
[ 0  2 27 29 30];158442;4
[ 0  2 17 27 29];158442;4
[ 0  2  4 27 29];158442;4
[ 0  2 16 27 43];158442;4
[ 0  2 16 27 30];158442;4
[ 0  2 16 17 27];158442;4
[ 0  2  4 16 27];158442;4
[ 0  2  3 27 43];158442;4
[ 0  2  3 27 30];158442;4
[ 0  2  3 17 27];158442;4
[ 0  2 27 30 42];158442;4
[ 0 27 30 41 42];158442;4
[ 0 15 27 30 42];158442;4
[ 0  3  4 27 28];158442;4
[ 0  4 27 41 42];158442;4
[ 0 27 29 41 43];158442;4
[ 0 27 29 30 41];158442;4
[ 0 17 27 29 41];158442;4
[ 0  4 27 29 41];158442;4
[ 0 16 27 41 43];158442;4
[ 0 16 27 30 41];158442;4
[ 0 16 17 27 41];158442;4
[ 0  4 16 27 41];158442;4
[ 0  3 27 41 43];158442;4
[ 0  3 27 30 41];158442;4
[ 0  3 17 27 41];158442;4
[ 0  3  4 27 41];158442;4
[ 0 15 27 42 43];158442;4
[ 0 27 28 42 43];158442;4
[ 0 17 27 28 42];158442;4
[ 0  4 27 28 42];158442;4
[ 0 27 28 29 43];158442;4
[ 0 27 28 29 30];158442;4
[ 0 17 27 28 29];158442;4
[ 0  4 27 28 29];158442;4
[ 0 16 27 28 43];158442;4
[ 0 16 27 28 30];158442;4
[ 0 16 17 27 28];158442;4
[ 0  4 16 27 28];158442;4
[ 0  3 27 28 43];158442;4
[ 0  3 27 28 30];158442;4
[ 0  3 17 27 28];158442;4
[ 0 27 28 30 42];158442;4
[13 40 41 42 43];158442;4
[ 0 40 41 42 43];158442;4
[ 1  2  3 17 26];158442;4
[14 15 30 39 42];158442;4
[14 15 17 39 42];158442;4
[ 4 14 15 39 42];158442;4
[14 15 29 39 43];158442;4
[14 15 29 30 39];158442;4
[14 15 17 29 39];158442;4
[ 4 14 15 29 39];158442;4
[14 15 16 39 43];158442;4
[14 15 16 30 39];158442;4
[14 15 16 17 39];158442;4
[ 4 14 15 16 39];158442;4
[ 3 14 15 39 43];158442;4
[ 3 14 15 30 39];158442;4
[14 15 39 42 43];158442;4
[ 3 14 15 17 39];158442;4
[ 2 14 39 42 43];158442;4
[ 2 14 30 39 42];158442;4
[ 2 14 17 39 42];158442;4
[ 2  4 14 39 42];158442;4
[ 2 14 29 39 43];158442;4
[ 2 14 29 30 39];158442;4
[ 2 14 17 29 39];158442;4
[ 2  4 14 29 39];158442;4
[ 2 14 16 39 43];158442;4
[ 2 14 16 30 39];158442;4
[ 2 14 16 17 39];158442;4
[ 2  4 14 16 39];158442;4
[ 2  3 14 39 43];158442;4
[ 3  4 14 15 39];158442;4
[ 2  3 14 30 39];158442;4
[ 3  4 14 28 39];158442;4
[ 3 14 28 30 39];158442;4
[14 30 39 41 42];158442;4
[14 17 39 41 42];158442;4
[ 4 14 39 41 42];158442;4
[14 29 39 41 43];158442;4
[14 29 30 39 41];158442;4
[14 17 29 39 41];158442;4
[ 4 14 29 39 41];158442;4
[14 16 39 41 43];158442;4
[14 16 30 39 41];158442;4
[14 16 17 39 41];158442;4
[ 4 14 16 39 41];158442;4
[ 3 14 39 41 43];158442;4
[ 3 14 30 39 41];158442;4
[ 3 14 17 28 39];158442;4
[ 3 14 17 39 41];158442;4
[14 28 39 42 43];158442;4
[14 28 30 39 42];158442;4
[14 17 28 39 42];158442;4
[ 4 14 28 39 42];158442;4
[14 28 29 39 43];158442;4
[14 28 29 30 39];158442;4
[14 17 28 29 39];158442;4
[ 4 14 28 29 39];158442;4
[14 16 28 39 43];158442;4
[14 16 28 30 39];158442;4
[14 16 17 28 39];158442;4
[ 4 14 16 28 39];158442;4
[ 3 14 28 39 43];158442;4
[ 3  4 14 39 41];158442;4
[ 1  2  3  4 26];158442;4
[ 2  3 14 17 39];158442;4
[ 1 39 41 42 43];158442;4
[ 1 15 30 39 42];158442;4
[ 1 15 17 39 42];158442;4
[ 1  4 15 39 42];158442;4
[ 1 15 29 39 43];158442;4
[ 1 15 29 30 39];158442;4
[ 1 15 17 29 39];158442;4
[ 1  4 15 29 39];158442;4
[ 1 15 16 39 43];158442;4
[ 1 15 16 30 39];158442;4
[ 1 15 16 17 39];158442;4
[ 1  4 15 16 39];158442;4
[ 1  3 15 39 43];158442;4
[ 1  3 15 30 39];158442;4
[ 1 15 39 42 43];158442;4
[ 1  3 15 17 39];158442;4
[ 1  2 39 42 43];158442;4
[ 1  2 30 39 42];158442;4
[ 1  2 17 39 42];158442;4
[ 1  2  4 39 42];158442;4
[ 1  2 29 39 43];158442;4
[ 1  2 29 30 39];158442;4
[ 1  2 17 29 39];158442;4
[ 1  2  4 29 39];158442;4
[ 1  2 16 39 43];158442;4
[ 1  2 16 30 39];158442;4
[ 1  2 16 17 39];158442;4
[ 1  2  4 16 39];158442;4
[ 1  2  3 39 43];158442;4
[ 1  3  4 15 39];158442;4
[ 2  3  4 14 39];158442;4
[ 1  3  4 28 39];158442;4
[ 1  3 28 30 39];158442;4
[ 1 30 39 41 42];158442;4
[ 1 17 39 41 42];158442;4
[ 1  4 39 41 42];158442;4
[ 1 29 39 41 43];158442;4
[ 1 29 30 39 41];158442;4
[ 1 17 29 39 41];158442;4
[ 1  4 29 39 41];158442;4
[ 1 16 39 41 43];158442;4
[ 1 16 30 39 41];158442;4
[ 1 16 17 39 41];158442;4
[ 1  4 16 39 41];158442;4
[ 1  3 39 41 43];158442;4
[ 1  3 30 39 41];158442;4
[ 1  3 17 28 39];158442;4
[ 1  3 17 39 41];158442;4
[ 1 28 39 42 43];158442;4
[ 1 28 30 39 42];158442;4
[ 1 17 28 39 42];158442;4
[ 1  4 28 39 42];158442;4
[ 1 28 29 39 43];158442;4
[ 1 28 29 30 39];158442;4
[ 1 17 28 29 39];158442;4
[ 1  4 28 29 39];158442;4
[ 1 16 28 39 43];158442;4
[ 1 16 28 30 39];158442;4
[ 1 16 17 28 39];158442;4
[ 1  4 16 28 39];158442;4
[ 1  3 28 39 43];158442;4
[ 1  3  4 39 41];158442;4
[ 1  2  3 30 39];158442;4
[ 2  3  4 27 39];158442;4
[ 2  3 27 30 39];158442;4
[15 30 39 40 42];158442;4
[15 17 39 40 42];158442;4
[ 4 15 39 40 42];158442;4
[15 29 39 40 43];158442;4
[15 29 30 39 40];158442;4
[15 17 29 39 40];158442;4
[ 4 15 29 39 40];158442;4
[15 16 39 40 43];158442;4
[15 16 30 39 40];158442;4
[15 16 17 39 40];158442;4
[ 4 15 16 39 40];158442;4
[ 3 15 39 40 43];158442;4
[ 3 15 30 39 40];158442;4
[15 39 40 42 43];158442;4
[ 3 15 17 39 40];158442;4
[ 2 39 40 42 43];158442;4
[ 2 30 39 40 42];158442;4
[ 2 17 39 40 42];158442;4
[ 2  4 39 40 42];158442;4
[ 2 29 39 40 43];158442;4
[ 2 29 30 39 40];158442;4
[ 2 17 29 39 40];158442;4
[ 2  4 29 39 40];158442;4
[ 2 16 39 40 43];158442;4
[ 2 16 30 39 40];158442;4
[ 2 16 17 39 40];158442;4
[ 2  4 16 39 40];158442;4
[ 2  3 39 40 43];158442;4
[ 3  4 15 39 40];158442;4
[ 2  3 30 39 40];158442;4
[ 3  4 28 39 40];158442;4
[ 3 28 30 39 40];158442;4
[30 39 40 41 42];158442;4
[17 39 40 41 42];158442;4
[ 4 39 40 41 42];158442;4
[29 39 40 41 43];158442;4
[29 30 39 40 41];158442;4
[17 29 39 40 41];158442;4
[ 4 29 39 40 41];158442;4
[16 39 40 41 43];158442;4
[16 30 39 40 41];158442;4
[16 17 39 40 41];158442;4
[ 4 16 39 40 41];158442;4
[ 3 39 40 41 43];158442;4
[ 3 30 39 40 41];158442;4
[ 3 17 28 39 40];158442;4
[ 3 17 39 40 41];158442;4
[28 39 40 42 43];158442;4
[28 30 39 40 42];158442;4
[17 28 39 40 42];158442;4
[ 4 28 39 40 42];158442;4
[28 29 39 40 43];158442;4
[28 29 30 39 40];158442;4
[17 28 29 39 40];158442;4
[ 4 28 29 39 40];158442;4
[16 28 39 40 43];158442;4
[16 28 30 39 40];158442;4
[16 17 28 39 40];158442;4
[ 4 16 28 39 40];158442;4
[ 3 28 39 40 43];158442;4
[ 3  4 39 40 41];158442;4
[ 2  3 17 27 39];158442;4
[ 2  3 17 39 40];158442;4
[27 39 41 42 43];158442;4
[15 27 30 39 42];158442;4
[15 17 27 39 42];158442;4
[ 4 15 27 39 42];158442;4
[15 27 29 39 43];158442;4
[15 27 29 30 39];158442;4
[15 17 27 29 39];158442;4
[ 4 15 27 29 39];158442;4
[15 16 27 39 43];158442;4
[15 16 27 30 39];158442;4
[15 16 17 27 39];158442;4
[ 4 15 16 27 39];158442;4
[ 3 15 27 39 43];158442;4
[ 3 15 27 30 39];158442;4
[15 27 39 42 43];158442;4
[ 3 15 17 27 39];158442;4
[ 2 27 39 42 43];158442;4
[ 2 27 30 39 42];158442;4
[ 2 17 27 39 42];158442;4
[ 2  4 27 39 42];158442;4
[ 2 27 29 39 43];158442;4
[ 2 27 29 30 39];158442;4
[ 2 17 27 29 39];158442;4
[ 2  4 27 29 39];158442;4
[ 2 16 27 39 43];158442;4
[ 2 16 27 30 39];158442;4
[ 2 16 17 27 39];158442;4
[ 2  4 16 27 39];158442;4
[ 2  3 27 39 43];158442;4
[ 3  4 15 27 39];158442;4
[ 2  3  4 39 40];158442;4
[ 3  4 27 28 39];158442;4
[ 3 27 28 30 39];158442;4
[27 30 39 41 42];158442;4
[17 27 39 41 42];158442;4
[ 4 27 39 41 42];158442;4
[27 29 39 41 43];158442;4
[27 29 30 39 41];158442;4
[17 27 29 39 41];158442;4
[ 4 27 29 39 41];158442;4
[16 27 39 41 43];158442;4
[16 27 30 39 41];158442;4
[16 17 27 39 41];158442;4
[ 4 16 27 39 41];158442;4
[ 3 27 39 41 43];158442;4
[ 3 27 30 39 41];158442;4
[ 3 17 27 28 39];158442;4
[ 3 17 27 39 41];158442;4
[27 28 39 42 43];158442;4
[27 28 30 39 42];158442;4
[17 27 28 39 42];158442;4
[ 4 27 28 39 42];158442;4
[27 28 29 39 43];158442;4
[27 28 29 30 39];158442;4
[17 27 28 29 39];158442;4
[ 4 27 28 29 39];158442;4
[16 27 28 39 43];158442;4
[16 27 28 30 39];158442;4
[16 17 27 28 39];158442;4
[ 4 16 27 28 39];158442;4
[ 3 27 28 39 43];158442;4
[ 3  4 27 39 41];158442;4
[ 1  2  3 17 39];158442;4
[14 39 41 42 43];158442;4
[26 40 41 42 43];158442;4
[14 15 17 26 42];158442;4
[ 4 14 15 26 42];158442;4
[14 15 26 29 43];158442;4
[14 15 26 29 30];158442;4
[14 15 17 26 29];158442;4
[ 4 14 15 26 29];158442;4
[14 15 16 26 43];158442;4
[14 15 16 26 30];158442;4
[14 15 16 17 26];158442;4
[ 4 14 15 16 26];158442;4
[ 3 14 15 26 43];158442;4
[ 3 14 15 26 30];158442;4
[ 3 14 15 17 26];158442;4
[14 15 26 30 42];158442;4
[ 3  4 14 15 26];158442;4
[ 2 14 26 30 42];158442;4
[ 2 14 17 26 42];158442;4
[ 2  4 14 26 42];158442;4
[ 2 14 26 29 43];158442;4
[ 2 14 26 29 30];158442;4
[ 2 14 17 26 29];158442;4
[ 2  4 14 26 29];158442;4
[ 2 14 16 26 43];158442;4
[ 2 14 16 26 30];158442;4
[ 2 14 16 17 26];158442;4
[ 2  4 14 16 26];158442;4
[ 2  3 14 26 43];158442;4
[ 2  3 14 26 30];158442;4
[ 2 14 26 42 43];158442;4
[ 2  3  4 14 26];158442;4
[14 15 26 42 43];158442;4
[ 3 14 17 26 28];158442;4
[14 17 26 41 42];158442;4
[ 4 14 26 41 42];158442;4
[14 26 29 41 43];158442;4
[14 26 29 30 41];158442;4
[14 17 26 29 41];158442;4
[ 4 14 26 29 41];158442;4
[14 16 26 41 43];158442;4
[14 16 26 30 41];158442;4
[14 16 17 26 41];158442;4
[ 4 14 16 26 41];158442;4
[ 3 14 26 41 43];158442;4
[ 3 14 26 30 41];158442;4
[ 3 14 17 26 41];158442;4
[ 3  4 14 26 28];158442;4
[ 3  4 14 26 41];158442;4
[14 26 28 30 42];158442;4
[14 17 26 28 42];158442;4
[ 4 14 26 28 42];158442;4
[14 26 28 29 43];158442;4
[14 26 28 29 30];158442;4
[14 17 26 28 29];158442;4
[ 4 14 26 28 29];158442;4
[14 16 26 28 43];158442;4
[14 16 26 28 30];158442;4
[14 16 17 26 28];158442;4
[ 4 14 16 26 28];158442;4
[ 3 14 26 28 43];158442;4
[ 3 14 26 28 30];158442;4
[14 26 28 42 43];158442;4
[14 26 30 41 42];158442;4
[ 1 26 41 42 43];158442;4
[ 1 17 26 41 42];158442;4
[ 1  4 15 26 42];158442;4
[ 1 15 26 29 43];158442;4
[ 1 15 26 29 30];158442;4
[ 1 15 17 26 29];158442;4
[ 1  4 15 26 29];158442;4
[ 1 15 16 26 43];158442;4
[ 1 15 16 26 30];158442;4
[ 1 15 16 17 26];158442;4
[ 1  4 15 16 26];158442;4
[ 1  3 15 26 43];158442;4
[ 1  3 15 26 30];158442;4
[ 1  3 15 17 26];158442;4
[ 1  3  4 15 26];158442;4
[ 1 15 17 26 42];158442;4
[ 1  2 26 42 43];158442;4
[ 1  2 17 26 42];158442;4
[ 1  2  4 26 42];158442;4
[ 1  2 26 29 43];158442;4
[ 1  2 26 29 30];158442;4
[ 1  2 17 26 29];158442;4
[ 1  2  4 26 29];158442;4
[ 1  2 16 26 43];158442;4
[ 1  2 16 26 30];158442;4
[ 1  2 16 17 26];158442;4
[ 1  2  4 16 26];158442;4
[ 1  2  3 26 43];158442;4
[ 1  2  3 26 30];158442;4
[ 1  2  3  4 39];158442;4
[ 1  2 26 30 42];158442;4
[ 1 26 30 41 42];158442;4
[ 1 15 26 30 42];158442;4
[ 1  3  4 26 28];158442;4
[ 1  4 26 41 42];158442;4
[ 1 26 29 41 43];158442;4
[ 1 26 29 30 41];158442;4
[ 1 17 26 29 41];158442;4
[ 1  4 26 29 41];158442;4
[ 1 16 26 41 43];158442;4
[ 1 16 26 30 41];158442;4
[ 1 16 17 26 41];158442;4
[ 1  4 16 26 41];158442;4
[ 1  3 26 41 43];158442;4
[ 1  3 26 30 41];158442;4
[ 1  3 17 26 41];158442;4
[ 1  3  4 26 41];158442;4
[ 1 15 26 42 43];158442;4
[ 1 26 28 42 43];158442;4
[ 1 17 26 28 42];158442;4
[ 1  4 26 28 42];158442;4
[ 1 26 28 29 43];158442;4
[ 1 26 28 29 30];158442;4
