combo;rang;type_main
[14 15 21 22 25];4685;3
[ 1  2  8  9 12];4685;3
[27 28 34 35 38];4685;3
[26 28 34 35 38];4686;3
[13 15 21 22 25];4686;3
[39 41 47 48 51];4686;3
[ 0  2  8  9 12];4686;3
[26 27 34 35 38];4695;3
[39 40 47 48 51];4695;3
[13 14 21 22 25];4695;3
[ 0  1  8  9 12];4695;3
[ 5  6  7  9 12];4745;3
[31 32 33 35 38];4745;3
[18 19 20 22 25];4745;3
[44 45 46 48 51];4745;3
[17 19 20 22 25];4746;3
[43 45 46 48 51];4746;3
[ 4  6  7  9 12];4746;3
[30 32 33 35 38];4746;3
[16 19 20 22 25];4747;3
[42 45 46 48 51];4747;3
[29 32 33 35 38];4747;3
[ 3  6  7  9 12];4747;3
[15 19 20 22 25];4748;3
[28 32 33 35 38];4748;3
[ 2  6  7  9 12];4748;3
[41 45 46 48 51];4748;3
[ 1  6  7  9 12];4749;3
[27 32 33 35 38];4749;3
[14 19 20 22 25];4749;3
[40 45 46 48 51];4749;3
[ 0  6  7  9 12];4750;3
[39 45 46 48 51];4750;3
[26 32 33 35 38];4750;3
[13 19 20 22 25];4750;3
[17 18 20 22 25];4755;3
[ 4  5  7  9 12];4755;3
[43 44 46 48 51];4755;3
[30 31 33 35 38];4755;3
[16 18 20 22 25];4756;3
[42 44 46 48 51];4756;3
[29 31 33 35 38];4756;3
[ 3  5  7  9 12];4756;3
[41 44 46 48 51];4757;3
[15 18 20 22 25];4757;3
[28 31 33 35 38];4757;3
[ 2  5  7  9 12];4757;3
[14 18 20 22 25];4758;3
[40 44 46 48 51];4758;3
[27 31 33 35 38];4758;3
[ 1  5  7  9 12];4758;3
[ 0  5  7  9 12];4759;3
[26 31 33 35 38];4759;3
[39 44 46 48 51];4759;3
[13 18 20 22 25];4759;3
[ 3  4  7  9 12];4765;3
[42 43 46 48 51];4765;3
[29 30 33 35 38];4765;3
[16 17 20 22 25];4765;3
[15 17 20 22 25];4766;3
[ 2  4  7  9 12];4766;3
[41 43 46 48 51];4766;3
[28 30 33 35 38];4766;3
[27 30 33 35 38];4767;3
[14 17 20 22 25];4767;3
[40 43 46 48 51];4767;3
[ 1  4  7  9 12];4767;3
[13 17 20 22 25];4768;3
[39 43 46 48 51];4768;3
[26 30 33 35 38];4768;3
[ 0  4  7  9 12];4768;3
[ 2  3  7  9 12];4775;3
[28 29 33 35 38];4775;3
[15 16 20 22 25];4775;3
[41 42 46 48 51];4775;3
[40 42 46 48 51];4776;3
[14 16 20 22 25];4776;3
[27 29 33 35 38];4776;3
[ 1  3  7  9 12];4776;3
[26 29 33 35 38];4777;3
[13 16 20 22 25];4777;3
[ 0  3  7  9 12];4777;3
[39 42 46 48 51];4777;3
[ 1  2  7  9 12];4785;3
[40 41 46 48 51];4785;3
[14 15 20 22 25];4785;3
[27 28 33 35 38];4785;3
[13 15 20 22 25];4786;3
[26 28 33 35 38];4786;3
[ 0  2  7  9 12];4786;3
[39 41 46 48 51];4786;3
[39 40 46 48 51];4795;3
[26 27 33 35 38];4795;3
[ 0  1  7  9 12];4795;3
[13 14 20 22 25];4795;3
[30 31 32 35 38];4855;3
[43 44 45 48 51];4855;3
[ 4  5  6  9 12];4855;3
[17 18 19 22 25];4855;3
[42 44 45 48 51];4856;3
[16 18 19 22 25];4856;3
[ 3  5  6  9 12];4856;3
[29 31 32 35 38];4856;3
[15 18 19 22 25];4857;3
[41 44 45 48 51];4857;3
[ 2  5  6  9 12];4857;3
[28 31 32 35 38];4857;3
[27 31 32 35 38];4858;3
[ 1  5  6  9 12];4858;3
[14 18 19 22 25];4858;3
[40 44 45 48 51];4858;3
[ 0  5  6  9 12];4859;3
[39 44 45 48 51];4859;3
[13 18 19 22 25];4859;3
[26 31 32 35 38];4859;3
[29 30 32 35 38];4865;3
[ 3  4  6  9 12];4865;3
[42 43 45 48 51];4865;3
[16 17 19 22 25];4865;3
[41 43 45 48 51];4866;3
[ 2  4  6  9 12];4866;3
[15 17 19 22 25];4866;3
[28 30 32 35 38];4866;3
[40 43 45 48 51];4867;3
[14 17 19 22 25];4867;3
[ 1  4  6  9 12];4867;3
[27 30 32 35 38];4867;3
[13 17 19 22 25];4868;3
[ 0  4  6  9 12];4868;3
[26 30 32 35 38];4868;3
[39 43 45 48 51];4868;3
[28 29 32 35 38];4875;3
[41 42 45 48 51];4875;3
[15 16 19 22 25];4875;3
[ 2  3  6  9 12];4875;3
[40 42 45 48 51];4876;3
[27 29 32 35 38];4876;3
[14 16 19 22 25];4876;3
[ 1  3  6  9 12];4876;3
[39 42 45 48 51];4877;3
[ 0  3  6  9 12];4877;3
[26 29 32 35 38];4877;3
[13 16 19 22 25];4877;3
[40 41 45 48 51];4885;3
[14 15 19 22 25];4885;3
[27 28 32 35 38];4885;3
[ 1  2  6  9 12];4885;3
[26 28 32 35 38];4886;3
[ 0  2  6  9 12];4886;3
[39 41 45 48 51];4886;3
[13 15 19 22 25];4886;3
[13 14 19 22 25];4895;3
[ 0  1  6  9 12];4895;3
[26 27 32 35 38];4895;3
[39 40 45 48 51];4895;3
[42 43 44 48 51];4965;3
[ 3  4  5  9 12];4965;3
[16 17 18 22 25];4965;3
[29 30 31 35 38];4965;3
[ 2  4  5  9 12];4966;3
[28 30 31 35 38];4966;3
[41 43 44 48 51];4966;3
[15 17 18 22 25];4966;3
[40 43 44 48 51];4967;3
[14 17 18 22 25];4967;3
[ 1  4  5  9 12];4967;3
[27 30 31 35 38];4967;3
[26 30 31 35 38];4968;3
[ 0  4  5  9 12];4968;3
[13 17 18 22 25];4968;3
[39 43 44 48 51];4968;3
[ 2  3  5  9 12];4975;3
[41 42 44 48 51];4975;3
[15 16 18 22 25];4975;3
[28 29 31 35 38];4975;3
[14 16 18 22 25];4976;3
[40 42 44 48 51];4976;3
[27 29 31 35 38];4976;3
[ 1  3  5  9 12];4976;3
[ 0  3  5  9 12];4977;3
[39 42 44 48 51];4977;3
[13 16 18 22 25];4977;3
[26 29 31 35 38];4977;3
[27 28 31 35 38];4985;3
[ 1  2  5  9 12];4985;3
[14 15 18 22 25];4985;3
[40 41 44 48 51];4985;3
[26 28 31 35 38];4986;3
[ 0  2  5  9 12];4986;3
[39 41 44 48 51];4986;3
[13 15 18 22 25];4986;3
[26 27 31 35 38];4995;3
[39 40 44 48 51];4995;3
[ 0  1  5  9 12];4995;3
[13 14 18 22 25];4995;3
[28 29 30 35 38];5075;3
[15 16 17 22 25];5075;3
[41 42 43 48 51];5075;3
[ 2  3  4  9 12];5075;3
[27 29 30 35 38];5076;3
[14 16 17 22 25];5076;3
[40 42 43 48 51];5076;3
[ 1  3  4  9 12];5076;3
[39 42 43 48 51];5077;3
[13 16 17 22 25];5077;3
[ 0  3  4  9 12];5077;3
[26 29 30 35 38];5077;3
[14 15 17 22 25];5085;3
[27 28 30 35 38];5085;3
[ 1  2  4  9 12];5085;3
[40 41 43 48 51];5085;3
[26 28 30 35 38];5086;3
[13 15 17 22 25];5086;3
[39 41 43 48 51];5086;3
[ 0  2  4  9 12];5086;3
[26 27 30 35 38];5095;3
[13 14 17 22 25];5095;3
[39 40 43 48 51];5095;3
[ 0  1  4  9 12];5095;3
[40 41 42 48 51];5185;3
[27 28 29 35 38];5185;3
[ 1  2  3  9 12];5185;3
[14 15 16 22 25];5185;3
[26 28 29 35 38];5186;3
[ 0  2  3  9 12];5186;3
[13 15 16 22 25];5186;3
[39 41 42 48 51];5186;3
[39 40 42 48 51];5195;3
[ 0  1  3  9 12];5195;3
[26 27 29 35 38];5195;3
[13 14 16 22 25];5195;3
[39 40 41 48 51];5295;3
[ 0  1  2  9 12];5295;3
[26 27 28 35 38];5295;3
[13 14 15 22 25];5295;3
[ 5  6  7  8 12];6076;3
[18 19 20 21 25];6076;3
[44 45 46 47 51];6076;3
[31 32 33 34 38];6076;3
[30 32 33 34 38];6077;3
[43 45 46 47 51];6077;3
[17 19 20 21 25];6077;3
[ 4  6  7  8 12];6077;3
[16 19 20 21 25];6078;3
[42 45 46 47 51];6078;3
[29 32 33 34 38];6078;3
[ 3  6  7  8 12];6078;3
[28 32 33 34 38];6079;3
[41 45 46 47 51];6079;3
[15 19 20 21 25];6079;3
[ 2  6  7  8 12];6079;3
[14 19 20 21 25];6080;3
[ 1  6  7  8 12];6080;3
[27 32 33 34 38];6080;3
[40 45 46 47 51];6080;3
[26 32 33 34 38];6081;3
[39 45 46 47 51];6081;3
[ 0  6  7  8 12];6081;3
[13 19 20 21 25];6081;3
[30 31 33 34 38];6086;3
[43 44 46 47 51];6086;3
[ 4  5  7  8 12];6086;3
[17 18 20 21 25];6086;3
[ 3  5  7  8 12];6087;3
[16 18 20 21 25];6087;3
[42 44 46 47 51];6087;3
[29 31 33 34 38];6087;3
[28 31 33 34 38];6088;3
[ 2  5  7  8 12];6088;3
[41 44 46 47 51];6088;3
[15 18 20 21 25];6088;3
[14 18 20 21 25];6089;3
[40 44 46 47 51];6089;3
[27 31 33 34 38];6089;3
[ 1  5  7  8 12];6089;3
[39 44 46 47 51];6090;3
[13 18 20 21 25];6090;3
[26 31 33 34 38];6090;3
[ 0  5  7  8 12];6090;3
[42 43 46 47 51];6096;3
[16 17 20 21 25];6096;3
[ 3  4  7  8 12];6096;3
[29 30 33 34 38];6096;3
[28 30 33 34 38];6097;3
[15 17 20 21 25];6097;3
[ 2  4  7  8 12];6097;3
[41 43 46 47 51];6097;3
[27 30 33 34 38];6098;3
[ 1  4  7  8 12];6098;3
[40 43 46 47 51];6098;3
[14 17 20 21 25];6098;3
[13 17 20 21 25];6099;3
[26 30 33 34 38];6099;3
[ 0  4  7  8 12];6099;3
[39 43 46 47 51];6099;3
[41 42 46 47 51];6106;3
[28 29 33 34 38];6106;3
[ 2  3  7  8 12];6106;3
[15 16 20 21 25];6106;3
[14 16 20 21 25];6107;3
[40 42 46 47 51];6107;3
[ 1  3  7  8 12];6107;3
[27 29 33 34 38];6107;3
[13 16 20 21 25];6108;3
[ 0  3  7  8 12];6108;3
[39 42 46 47 51];6108;3
[26 29 33 34 38];6108;3
[27 28 33 34 38];6116;3
[14 15 20 21 25];6116;3
[ 1  2  7  8 12];6116;3
[40 41 46 47 51];6116;3
[26 28 33 34 38];6117;3
[39 41 46 47 51];6117;3
[13 15 20 21 25];6117;3
[ 0  2  7  8 12];6117;3
[26 27 33 34 38];6126;3
[ 0  1  7  8 12];6126;3
[13 14 20 21 25];6126;3
[39 40 46 47 51];6126;3
[ 4  5  6  8 12];6186;3
[43 44 45 47 51];6186;3
[30 31 32 34 38];6186;3
[17 18 19 21 25];6186;3
[29 31 32 34 38];6187;3
[42 44 45 47 51];6187;3
[16 18 19 21 25];6187;3
[ 3  5  6  8 12];6187;3
[15 18 19 21 25];6188;3
[28 31 32 34 38];6188;3
[41 44 45 47 51];6188;3
[ 2  5  6  8 12];6188;3
[40 44 45 47 51];6189;3
[14 18 19 21 25];6189;3
[ 1  5  6  8 12];6189;3
[27 31 32 34 38];6189;3
[26 31 32 34 38];6190;3
[ 0  5  6  8 12];6190;3
[13 18 19 21 25];6190;3
[39 44 45 47 51];6190;3
[42 43 45 47 51];6196;3
[29 30 32 34 38];6196;3
[16 17 19 21 25];6196;3
[ 3  4  6  8 12];6196;3
[15 17 19 21 25];6197;3
[28 30 32 34 38];6197;3
[41 43 45 47 51];6197;3
[ 2  4  6  8 12];6197;3
[40 43 45 47 51];6198;3
[ 1  4  6  8 12];6198;3
[14 17 19 21 25];6198;3
[27 30 32 34 38];6198;3
[ 0  4  6  8 12];6199;3
[13 17 19 21 25];6199;3
[39 43 45 47 51];6199;3
[26 30 32 34 38];6199;3
[28 29 32 34 38];6206;3
[15 16 19 21 25];6206;3
[ 2  3  6  8 12];6206;3
[41 42 45 47 51];6206;3
[27 29 32 34 38];6207;3
[40 42 45 47 51];6207;3
[14 16 19 21 25];6207;3
[ 1  3  6  8 12];6207;3
[ 0  3  6  8 12];6208;3
[26 29 32 34 38];6208;3
[13 16 19 21 25];6208;3
[39 42 45 47 51];6208;3
[14 15 19 21 25];6216;3
[ 1  2  6  8 12];6216;3
[40 41 45 47 51];6216;3
[27 28 32 34 38];6216;3
[13 15 19 21 25];6217;3
[ 0  2  6  8 12];6217;3
[39 41 45 47 51];6217;3
[26 28 32 34 38];6217;3
[ 0  1  6  8 12];6226;3
[26 27 32 34 38];6226;3
[39 40 45 47 51];6226;3
[13 14 19 21 25];6226;3
[29 30 31 34 38];6296;3
[16 17 18 21 25];6296;3
[ 3  4  5  8 12];6296;3
[42 43 44 47 51];6296;3
[ 2  4  5  8 12];6297;3
[41 43 44 47 51];6297;3
[28 30 31 34 38];6297;3
[15 17 18 21 25];6297;3
[27 30 31 34 38];6298;3
[14 17 18 21 25];6298;3
[40 43 44 47 51];6298;3
[ 1  4  5  8 12];6298;3
[39 43 44 47 51];6299;3
[ 0  4  5  8 12];6299;3
[26 30 31 34 38];6299;3
[13 17 18 21 25];6299;3
[15 16 18 21 25];6306;3
[41 42 44 47 51];6306;3
[28 29 31 34 38];6306;3
[ 2  3  5  8 12];6306;3
[14 16 18 21 25];6307;3
[ 1  3  5  8 12];6307;3
[27 29 31 34 38];6307;3
[40 42 44 47 51];6307;3
[26 29 31 34 38];6308;3
[13 16 18 21 25];6308;3
[39 42 44 47 51];6308;3
[ 0  3  5  8 12];6308;3
[40 41 44 47 51];6316;3
[ 1  2  5  8 12];6316;3
[14 15 18 21 25];6316;3
[27 28 31 34 38];6316;3
[39 41 44 47 51];6317;3
[13 15 18 21 25];6317;3
[ 0  2  5  8 12];6317;3
[26 28 31 34 38];6317;3
[26 27 31 34 38];6326;3
[39 40 44 47 51];6326;3
[ 0  1  5  8 12];6326;3
[13 14 18 21 25];6326;3
[ 2  3  4  8 12];6406;3
[41 42 43 47 51];6406;3
[15 16 17 21 25];6406;3
[28 29 30 34 38];6406;3
[40 42 43 47 51];6407;3
[14 16 17 21 25];6407;3
[27 29 30 34 38];6407;3
[ 1  3  4  8 12];6407;3
[13 16 17 21 25];6408;3
[39 42 43 47 51];6408;3
[ 0  3  4  8 12];6408;3
[26 29 30 34 38];6408;3
[ 1  2  4  8 12];6416;3
[27 28 30 34 38];6416;3
[14 15 17 21 25];6416;3
[40 41 43 47 51];6416;3
[26 28 30 34 38];6417;3
[ 0  2  4  8 12];6417;3
[39 41 43 47 51];6417;3
[13 15 17 21 25];6417;3
[13 14 17 21 25];6426;3
[39 40 43 47 51];6426;3
[26 27 30 34 38];6426;3
[ 0  1  4  8 12];6426;3
[14 15 16 21 25];6516;3
[ 1  2  3  8 12];6516;3
[27 28 29 34 38];6516;3
[40 41 42 47 51];6516;3
[26 28 29 34 38];6517;3
[13 15 16 21 25];6517;3
[39 41 42 47 51];6517;3
[ 0  2  3  8 12];6517;3
[26 27 29 34 38];6526;3
[ 0  1  3  8 12];6526;3
[39 40 42 47 51];6526;3
[13 14 16 21 25];6526;3
[39 40 41 47 51];6626;3
[26 27 28 34 38];6626;3
[ 0  1  2  8 12];6626;3
[13 14 15 21 25];6626;3
[ 4  5  6  7 12];7517;3
[43 44 45 46 51];7517;3
[17 18 19 20 25];7517;3
[30 31 32 33 38];7517;3
[ 3  5  6  7 12];7518;3
[29 31 32 33 38];7518;3
[42 44 45 46 51];7518;3
[16 18 19 20 25];7518;3
[ 2  5  6  7 12];7519;3
[41 44 45 46 51];7519;3
[28 31 32 33 38];7519;3
[15 18 19 20 25];7519;3
[40 44 45 46 51];7520;3
[14 18 19 20 25];7520;3
[27 31 32 33 38];7520;3
[ 1  5  6  7 12];7520;3
[39 44 45 46 51];7521;3
[ 0  5  6  7 12];7521;3
[26 31 32 33 38];7521;3
[13 18 19 20 25];7521;3
[29 30 32 33 38];7527;3
[ 3  4  6  7 12];7527;3
[42 43 45 46 51];7527;3
[16 17 19 20 25];7527;3
[ 2  4  6  7 12];7528;3
[41 43 45 46 51];7528;3
[28 30 32 33 38];7528;3
[15 17 19 20 25];7528;3
[ 1  4  6  7 12];7529;3
[27 30 32 33 38];7529;3
[40 43 45 46 51];7529;3
[14 17 19 20 25];7529;3
[ 0  4  6  7 12];7530;3
[26 30 32 33 38];7530;3
[39 43 45 46 51];7530;3
[13 17 19 20 25];7530;3
[41 42 45 46 51];7537;3
[28 29 32 33 38];7537;3
[ 2  3  6  7 12];7537;3
[15 16 19 20 25];7537;3
[14 16 19 20 25];7538;3
[ 1  3  6  7 12];7538;3
[40 42 45 46 51];7538;3
[27 29 32 33 38];7538;3
[39 42 45 46 51];7539;3
[26 29 32 33 38];7539;3
[ 0  3  6  7 12];7539;3
[13 16 19 20 25];7539;3
[27 28 32 33 38];7547;3
[40 41 45 46 51];7547;3
[14 15 19 20 25];7547;3
[ 1  2  6  7 12];7547;3
[ 0  2  6  7 12];7548;3
[13 15 19 20 25];7548;3
[39 41 45 46 51];7548;3
[26 28 32 33 38];7548;3
[26 27 32 33 38];7557;3
[ 0  1  6  7 12];7557;3
[13 14 19 20 25];7557;3
[39 40 45 46 51];7557;3
[16 17 18 20 25];7627;3
[ 3  4  5  7 12];7627;3
[29 30 31 33 38];7627;3
[42 43 44 46 51];7627;3
[ 2  4  5  7 12];7628;3
[15 17 18 20 25];7628;3
[41 43 44 46 51];7628;3
[28 30 31 33 38];7628;3
[27 30 31 33 38];7629;3
[14 17 18 20 25];7629;3
[40 43 44 46 51];7629;3
[ 1  4  5  7 12];7629;3
[ 0  4  5  7 12];7630;3
[39 43 44 46 51];7630;3
[26 30 31 33 38];7630;3
[13 17 18 20 25];7630;3
[41 42 44 46 51];7637;3
[28 29 31 33 38];7637;3
[ 2  3  5  7 12];7637;3
[15 16 18 20 25];7637;3
[27 29 31 33 38];7638;3
[14 16 18 20 25];7638;3
[40 42 44 46 51];7638;3
[ 1  3  5  7 12];7638;3
[26 29 31 33 38];7639;3
[39 42 44 46 51];7639;3
[ 0  3  5  7 12];7639;3
[13 16 18 20 25];7639;3
[40 41 44 46 51];7647;3
[ 1  2  5  7 12];7647;3
[27 28 31 33 38];7647;3
[14 15 18 20 25];7647;3
[ 0  2  5  7 12];7648;3
[26 28 31 33 38];7648;3
[39 41 44 46 51];7648;3
[13 15 18 20 25];7648;3
[39 40 44 46 51];7657;3
[ 0  1  5  7 12];7657;3
[13 14 18 20 25];7657;3
[26 27 31 33 38];7657;3
[28 29 30 33 38];7737;3
[41 42 43 46 51];7737;3
[ 2  3  4  7 12];7737;3
[15 16 17 20 25];7737;3
[14 16 17 20 25];7738;3
[ 1  3  4  7 12];7738;3
[40 42 43 46 51];7738;3
[27 29 30 33 38];7738;3
[26 29 30 33 38];7739;3
[ 0  3  4  7 12];7739;3
[13 16 17 20 25];7739;3
[39 42 43 46 51];7739;3
[27 28 30 33 38];7747;3
[40 41 43 46 51];7747;3
[ 1  2  4  7 12];7747;3
[14 15 17 20 25];7747;3
[ 0  2  4  7 12];7748;3
[26 28 30 33 38];7748;3
[39 41 43 46 51];7748;3
[13 15 17 20 25];7748;3
[13 14 17 20 25];7757;3
[ 0  1  4  7 12];7757;3
[26 27 30 33 38];7757;3
[39 40 43 46 51];7757;3
[40 41 42 46 51];7847;3
[14 15 16 20 25];7847;3
[27 28 29 33 38];7847;3
[ 1  2  3  7 12];7847;3
[39 41 42 46 51];7848;3
[26 28 29 33 38];7848;3
[ 0  2  3  7 12];7848;3
[13 15 16 20 25];7848;3
[ 0  1  3  7 12];7857;3
[39 40 42 46 51];7857;3
[26 27 29 33 38];7857;3
[13 14 16 20 25];7857;3
[13 14 15 20 25];7957;3
[ 0  1  2  7 12];7957;3
[26 27 28 33 38];7957;3
[39 40 41 46 51];7957;3
[ 3  4  5  6 12];8958;3
[29 30 31 32 38];8958;3
[42 43 44 45 51];8958;3
[16 17 18 19 25];8958;3
[41 43 44 45 51];8959;3
[ 2  4  5  6 12];8959;3
[28 30 31 32 38];8959;3
[15 17 18 19 25];8959;3
[40 43 44 45 51];8960;3
[14 17 18 19 25];8960;3
[ 1  4  5  6 12];8960;3
[27 30 31 32 38];8960;3
[39 43 44 45 51];8961;3
[ 0  4  5  6 12];8961;3
[13 17 18 19 25];8961;3
[26 30 31 32 38];8961;3
[41 42 44 45 51];8968;3
[28 29 31 32 38];8968;3
[15 16 18 19 25];8968;3
[ 2  3  5  6 12];8968;3
[ 1  3  5  6 12];8969;3
[40 42 44 45 51];8969;3
[27 29 31 32 38];8969;3
[14 16 18 19 25];8969;3
[13 16 18 19 25];8970;3
[ 0  3  5  6 12];8970;3
[39 42 44 45 51];8970;3
[26 29 31 32 38];8970;3
[27 28 31 32 38];8978;3
[40 41 44 45 51];8978;3
[ 1  2  5  6 12];8978;3
[14 15 18 19 25];8978;3
[39 41 44 45 51];8979;3
[26 28 31 32 38];8979;3
[ 0  2  5  6 12];8979;3
[13 15 18 19 25];8979;3
[26 27 31 32 38];8988;3
[13 14 18 19 25];8988;3
[39 40 44 45 51];8988;3
[ 0  1  5  6 12];8988;3
[ 2  3  4  6 12];9068;3
[15 16 17 19 25];9068;3
[28 29 30 32 38];9068;3
[41 42 43 45 51];9068;3
[14 16 17 19 25];9069;3
[27 29 30 32 38];9069;3
[40 42 43 45 51];9069;3
[ 1  3  4  6 12];9069;3
[26 29 30 32 38];9070;3
[ 0  3  4  6 12];9070;3
[13 16 17 19 25];9070;3
[39 42 43 45 51];9070;3
[27 28 30 32 38];9078;3
[ 1  2  4  6 12];9078;3
[14 15 17 19 25];9078;3
[40 41 43 45 51];9078;3
[26 28 30 32 38];9079;3
[39 41 43 45 51];9079;3
[ 0  2  4  6 12];9079;3
[13 15 17 19 25];9079;3
[13 14 17 19 25];9088;3
[ 0  1  4  6 12];9088;3
[26 27 30 32 38];9088;3
[39 40 43 45 51];9088;3
[14 15 16 19 25];9178;3
[ 1  2  3  6 12];9178;3
[40 41 42 45 51];9178;3
[27 28 29 32 38];9178;3
[39 41 42 45 51];9179;3
[13 15 16 19 25];9179;3
[26 28 29 32 38];9179;3
[ 0  2  3  6 12];9179;3
[ 0  1  3  6 12];9188;3
[26 27 29 32 38];9188;3
[13 14 16 19 25];9188;3
[39 40 42 45 51];9188;3
[26 27 28 32 38];9288;3
[39 40 41 45 51];9288;3
[13 14 15 19 25];9288;3
[ 0  1  2  6 12];9288;3
[15 16 17 18 25];10399;3
[41 42 43 44 51];10399;3
[28 29 30 31 38];10399;3
[ 2  3  4  5 12];10399;3
[14 16 17 18 25];10400;3
[27 29 30 31 38];10400;3
[ 1  3  4  5 12];10400;3
[40 42 43 44 51];10400;3
[26 29 30 31 38];10401;3
[13 16 17 18 25];10401;3
[ 0  3  4  5 12];10401;3
[39 42 43 44 51];10401;3
[27 28 30 31 38];10409;3
[14 15 17 18 25];10409;3
[40 41 43 44 51];10409;3
[ 1  2  4  5 12];10409;3
[ 0  2  4  5 12];10410;3
[26 28 30 31 38];10410;3
[13 15 17 18 25];10410;3
[39 41 43 44 51];10410;3
[39 40 43 44 51];10419;3
[26 27 30 31 38];10419;3
[13 14 17 18 25];10419;3
[ 0  1  4  5 12];10419;3
[14 15 16 18 25];10509;3
[40 41 42 44 51];10509;3
[27 28 29 31 38];10509;3
[ 1  2  3  5 12];10509;3
[ 0  2  3  5 12];10510;3
[26 28 29 31 38];10510;3
[39 41 42 44 51];10510;3
[13 15 16 18 25];10510;3
[ 0  1  3  5 12];10519;3
[39 40 42 44 51];10519;3
[13 14 16 18 25];10519;3
[26 27 29 31 38];10519;3
[26 27 28 31 38];10619;3
[ 0  1  2  5 12];10619;3
[13 14 15 18 25];10619;3
[39 40 41 44 51];10619;3
[14 15 16 17 25];11840;3
[27 28 29 30 38];11840;3
[ 1  2  3  4 12];11840;3
[40 41 42 43 51];11840;3
[13 15 16 17 25];11841;3
[39 41 42 43 51];11841;3
[26 28 29 30 38];11841;3
[ 0  2  3  4 12];11841;3
[39 40 42 43 51];11850;3
[26 27 29 30 38];11850;3
[ 0  1  3  4 12];11850;3
[13 14 16 17 25];11850;3
[26 27 28 30 38];11950;3
[13 14 15 17 25];11950;3
[ 0  1  2  4 12];11950;3
[39 40 41 43 51];11950;3
[32 34 35 36 37];23931;3
[19 21 22 23 24];23931;3
[ 6  8  9 10 11];23931;3
[45 47 48 49 50];23931;3
[ 5  8  9 10 11];23932;3
[31 34 35 36 37];23932;3
[44 47 48 49 50];23932;3
[18 21 22 23 24];23932;3
[43 47 48 49 50];23933;3
[ 4  8  9 10 11];23933;3
[30 34 35 36 37];23933;3
[17 21 22 23 24];23933;3
[42 47 48 49 50];23934;3
[ 3  8  9 10 11];23934;3
[29 34 35 36 37];23934;3
[16 21 22 23 24];23934;3
[28 34 35 36 37];23935;3
[41 47 48 49 50];23935;3
[15 21 22 23 24];23935;3
[ 2  8  9 10 11];23935;3
[ 1  8  9 10 11];23936;3
[14 21 22 23 24];23936;3
[27 34 35 36 37];23936;3
[40 47 48 49 50];23936;3
[39 47 48 49 50];23937;3
[26 34 35 36 37];23937;3
[ 0  8  9 10 11];23937;3
[13 21 22 23 24];23937;3
[45 46 48 49 50];23940;3
[32 33 35 36 37];23940;3
[ 6  7  9 10 11];23940;3
[19 20 22 23 24];23940;3
[ 5  7  9 10 11];23941;3
[31 33 35 36 37];23941;3
[44 46 48 49 50];23941;3
[18 20 22 23 24];23941;3
[30 33 35 36 37];23942;3
[17 20 22 23 24];23942;3
[ 4  7  9 10 11];23942;3
[43 46 48 49 50];23942;3
[29 33 35 36 37];23943;3
[16 20 22 23 24];23943;3
[ 3  7  9 10 11];23943;3
[42 46 48 49 50];23943;3
[41 46 48 49 50];23944;3
[15 20 22 23 24];23944;3
[28 33 35 36 37];23944;3
[ 2  7  9 10 11];23944;3
[40 46 48 49 50];23945;3
[ 1  7  9 10 11];23945;3
[14 20 22 23 24];23945;3
[27 33 35 36 37];23945;3
[13 20 22 23 24];23946;3
[ 0  7  9 10 11];23946;3
[26 33 35 36 37];23946;3
[39 46 48 49 50];23946;3
[ 5  6  9 10 11];23950;3
[44 45 48 49 50];23950;3
[31 32 35 36 37];23950;3
[18 19 22 23 24];23950;3
[ 4  6  9 10 11];23951;3
[17 19 22 23 24];23951;3
[30 32 35 36 37];23951;3
[43 45 48 49 50];23951;3
[29 32 35 36 37];23952;3
[16 19 22 23 24];23952;3
[ 3  6  9 10 11];23952;3
[42 45 48 49 50];23952;3
[15 19 22 23 24];23953;3
[41 45 48 49 50];23953;3
[28 32 35 36 37];23953;3
[ 2  6  9 10 11];23953;3
[40 45 48 49 50];23954;3
[14 19 22 23 24];23954;3
[ 1  6  9 10 11];23954;3
[27 32 35 36 37];23954;3
[26 32 35 36 37];23955;3
[13 19 22 23 24];23955;3
[ 0  6  9 10 11];23955;3
[39 45 48 49 50];23955;3
[30 31 35 36 37];23960;3
[17 18 22 23 24];23960;3
[43 44 48 49 50];23960;3
[ 4  5  9 10 11];23960;3
[16 18 22 23 24];23961;3
[ 3  5  9 10 11];23961;3
[42 44 48 49 50];23961;3
[29 31 35 36 37];23961;3
[28 31 35 36 37];23962;3
[41 44 48 49 50];23962;3
[ 2  5  9 10 11];23962;3
[15 18 22 23 24];23962;3
[14 18 22 23 24];23963;3
[ 1  5  9 10 11];23963;3
[27 31 35 36 37];23963;3
[40 44 48 49 50];23963;3
[26 31 35 36 37];23964;3
[13 18 22 23 24];23964;3
[39 44 48 49 50];23964;3
[ 0  5  9 10 11];23964;3
[16 17 22 23 24];23970;3
[42 43 48 49 50];23970;3
[ 3  4  9 10 11];23970;3
[29 30 35 36 37];23970;3
[28 30 35 36 37];23971;3
[ 2  4  9 10 11];23971;3
[15 17 22 23 24];23971;3
[41 43 48 49 50];23971;3
[14 17 22 23 24];23972;3
[ 1  4  9 10 11];23972;3
[40 43 48 49 50];23972;3
[27 30 35 36 37];23972;3
